id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
Eo1mkUHl,True,1490170000000.0,1490170000000.0,21,mate,white,20+0,icecreamdealer,1756,bookrey,1569,e4 e5 Nf3 Bc5 c3 Nf6 d4 exd4 cxd4 Bb4+ Nfd2 Nxe4 Qg4 O-O Bd3 d5 Qh5 Bxd2+ Bxd2 Nxf2 Qxh7#,C40,King's Pawn Game: Busch-Gass Gambit,4
GuXycHvD,False,1503110289328.0,1503112100972.0,52,outoftime,black,10+15,anonymous_enemy,1500,lance5500,2621,Nf3 Nf6 d4 g6 c4 Bg7 Nc3 O-O e4 c5 d5 e6 Bd3 exd5 cxd5 d6 O-O Bg4 h3 Bxf3 Qxf3 Nfd7 Qg3 Qe7 f4 Na6 a3 Nc7 Be3 b5 Nxb5 Nxb5 Bxb5 Rab8 Bxd7 Qxd7 f5 Rxb2 f6 Bh8 Bf4 Bxf6 Bxd6 Bd4+ Kh1 Rb6 Bxf8 Bxa1 Bxc5 Qb5 Qf2 Rf6,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
GlTzWj5E,True,1501660000000.0,1501660000000.0,46,draw,draw,7+5,jobwoge,1356,kyanh,1491,e4 d5 e5 Bf5 d4 e6 Nc3 c5 Bd3 Bxd3 Qxd3 cxd4 Qxd4 Nc6 Qd3 Nxe5 Qg3 Bd6 Bf4 Qf6 Ne4 dxe4 Bxe5 Qxe5 Qxe5 Bxe5 O-O-O Ne7 f3 exf3 Nxf3 Bf6 Rhe1 O-O Kb1 a5 a3 b5 Nd4 Nd5 Nxb5 Rfb8 c4 Nc3+ bxc3 Bxc3,B01,Scandinavian Defense,2
I7zIMTCS,False,1401313425356.0,1401313659524.0,25,resign,white,15+10,whzgud,1636,taborluna,1417,h3 e5 a3 d5 Nc3 d4 Ne4 Bf5 Ng3 Bg6 h4 h5 e3 c5 Nf3 Bd6 exd4 cxd4 Bb5+ Nd7 Qe2 a6 Nxe5 axb5 Nxg6+,A00,Creepy Crawly Formation: Classical Defense,4
ROPmLYZ9,True,1484750000000.0,1484750000000.0,71,mate,white,20+10,federermagic01,2099,mailsupriya,1829,Nf3 d5 g3 Nf6 Bg2 e6 O-O Bd6 d3 O-O Nbd2 Nbd7 e4 dxe4 dxe4 Ne5 Nxe5 Bxe5 Nf3 Nd7 Nxe5 Nxe5 f4 Nc6 Be3 e5 Qe2 exf4 gxf4 f5 Qc4+ Kh8 Rad1 Qe8 e5 Qe6 Bd5 Qg6+ Kh1 Re8 Bf7 Be6 Bxe8 Bxc4 Bxg6 Bxf1 Bxf5 Be2 Rd7 Rf8 Bd3 Bxd3 cxd3 Rc8 Kg2 Nb4 e6 Nc6 Kf3 Kg8 Bd2 Kf8 Bc3 g6 Ke4 Ke8 Rxh7 Nd8 Bf6 Nc6 Rh8#,A08,King's Indian Attack,4
euwMMEPI,True,1501130000000.0,1501130000000.0,125,outoftime,white,15+0,warriorwarrior,1832,baranornarli,1773,e4 c5 c4 Nc6 d3 e6 Nf3 Qc7 Nc3 a6 Be2 Nf6 h3 Be7 Be3 b6 Qd2 Bb7 Bf4 d6 Bh2 e5 Ng1 Nd4 f4 exf4 Bxf4 Nd7 g4 Bh4+ Kd1 Ne5 Bxe5 dxe5 Nf3 Nxf3 Bxf3 Rd8 Kc2 g5 Rhf1 O-O Bg2 Rd7 Rf6 Rd6 Raf1 Rxf6 Rxf6 Qe7 Rxb6 Qc7 Na4 Rb8 Qa5 Bf2 Rxa6 Qxa5 Rxa5 Rc8 Nb6 Rc7 Nd5 Bxd5 exd5 Rd7 a3 Kf8 b4 cxb4 axb4 Bb6 Ra6 Bd4 b5 Ke7 Be4 h6 Rxh6 Ra7 Ra6 Rc7 b6 Rb7 Ra7 Rxa7 bxa7 Bxa7 Kb3 Kd6 Kb4 Bc5+ Kb5 f6 Bf5 Bd4 Kb4 Bc5+ Kc3 Bd4+ Kd2 Bc5 Ke2 Bd4 Kf3 Bc5 Kg3 Bd4 h4 gxh4+ Kxh4 Bc5 Kh5 Bd4 Kg6 Kc5 Kxf6 e4+ Ke6 e3 Be4 e2 d6 e1=Q d7,B20,Sicilian Defense: Staunton-Cochrane Variation,3
IpKibsWt,False,1503808494291.0,1503809463195.0,70,resign,black,10+0,yotastrejos,1461,aleph00,1833,e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 d6 O-O O-O d3 h6 Bd2 Be6 Bxe6 fxe6 a3 Ba5 b4 Bb6 h3 Nc6 Qe2 Nd4 Qd1 Qe7 Be3 Rf7 Bxd4 exd4 Nb5 a6 Nbxd4 e5 Nf5 Qd7 a4 Kh7 a5 Ba7 c3 g6 N5h4 Raf8 d4 Nxe4 dxe5 Qe6 Qd3 d5 c4 c6 cxd5 cxd5 Rad1 g5 Qxd5 Qxd5 Rxd5 gxh4 e6 Re7 Re5 Nxf2 Rxf2 Rf6 Nxh4 Bxf2+ Kh2 Bxh4,C42,Russian Game: Three Knights Game,5
OyrT2wgH,True,1487699780193.0,1487700376715.0,64,mate,black,10+0,siberiav2,1806,sugarmike,2009,e4 g6 Bc4 Bg7 d4 e5 d5 d6 Nf3 Ne7 Nc3 a6 a3 b5 Ba2 Bg4 h3 Bd7 Be3 a5 O-O O-O Ne2 f5 exf5 gxf5 Bg5 h6 Bh4 Qe8 Nd2 Qh5 Bxe7 Rf7 Bd8 Na6 Bxc7 Nxc7 Ng3 Qh4 Nf3 Qe7 Nh5 Bh8 c3 Kh7 Qc2 e4 Nd4 Qg5 Ng3 Rg8 Rae1 Be5 Ndxf5 Bxf5 Qe2 Nxd5 Bxd5 Bxg3 Bxf7 Bh2+ Kh1 Qxg2#,B06,Modern Defense: Bishop Attack,5
GdsL7EpR,True,1482663091638.0,1482663554914.0,53,resign,white,30+0,verylongusername,2154,klud,2010,e4 c5 c3 e6 d4 d5 exd5 exd5 Nf3 Nf6 Bd3 c4 Bc2 Bd6 O-O O-O Bg5 Bg4 h3 Bh5 b3 b5 a4 b4 bxc4 dxc4 Bxf6 Qxf6 Be4 Qf4 Re1 Nd7 Bxa8 Bxf3 Qxf3 Qh2+ Kf1 Nf6 Nd2 Bf4 Nxc4 Qh1+ Ke2 Re8+ Ne3 Qh2 Rh1 Rxe3+ fxe3 Qg3 Qxf4 Qxg2+ Bxg2,B22,Sicilian Defense: Alapin Variation,3
iNSQRrQt,True,1503930000000.0,1503930000000.0,60,resign,black,15+15,sainaambrose,1622,gordonshimm,1842,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Bd7 g3 Qc7 Bg2 Be7 O-O f6 Re1 O-O-O Na3 a6 Bf4 g5 exf6 gxf4 fxe7 Ngxe7 Ne5 fxg3 fxg3 Be8 Nd3 cxd4 Nc5 Qb6 Nxe6 dxc3+ Kh1 cxb2 Rb1 Bg6 Nxd8 Rxd8 Nc2 d4 Re6 d3 Na3 d2 Nc4 Qd4 Rxb2 Qxc4 Rxd2 Qxe6 Bxc6 Nxc6 Rxd8+ Nxd8 Qxd8+ Kxd8,C02,French Defense: Advance Variation |  Euwe Variation,10
8asCyucM,True,1495807868086.0,1495813289239.0,201,draw,draw,30+15,lbringer,1665,ardacankurt,1526,d4 d5 c4 c6 Nc3 e6 cxd5 cxd5 Bf4 Nc6 e3 Bd7 Bd3 Be7 Nf3 Nf6 h3 O-O O-O Re8 Nh2 Bf8 f3 Nb4 Bb1 Nc6 e4 dxe4 fxe4 e5 Be3 Bd6 dxe5 Bxe5 Nf3 Bc7 Bc2 Nb4 Bb3 Nxe4 Bxf7+ Kxf7 Qb3+ Be6 Ng5+ Kg8 Nxe6 Bh2+ Kxh2 Qd6+ Nf4+ Kh8 Rad1 Qe7 Rd4 Nxc3 bxc3 Nxa2 Qxa2 Qxe3 Qd2 a5 Re1 Qxe1 Qxe1 Rxe1 Nd5 a4 Nb6 Rb8 Nxa4 Rc1 Nc5 Rxc3 Nxb7 Rcc8 Nd6 Rc6 h4 h6 Nf5 Rf8 Rd5 Rcf6 g4 Kh7 h5 R8f7 Kg3 g6 hxg6+ Kxg6 Nh4+ Kh7 g5 hxg5 Rxg5 Rh6 Rf5 Rxf5 Nxf5 Rg6+ Kf4 Ra6 Ke5 Kg6 Nd6 Ra5+ Ke6 Kg5 Nc4 Rc5 Nd6 Ra5 Nc8 Kf4 Kd6 Ke4 Ne7 Ra6+ Kc5 Kd3 Nc6 Ra8 Kd5 Rh8 Ne5+ Ke3 Nc4+ Kd3 Nb2+ Kc2 Na4 Rh4 Nc5 Kc3 Ke6 Rh5 Kd6 Kc4 Nd7 Kd4 Ke6 Rh6+ Nf6 Ke3 Ke5 Kf3 Nd5 Rh4 Ne7 Re4+ Kf6 Rf4+ Ke6 Rh4 Kd5 Rh5+ Ke6 Ke4 Kf6 Ra5 Ke6 Ra6+ Kd7 Ke5 Nc6+ Kf5 Ne7+ Kg5 Kc7 Ra7+ Kd6 Ra5 Kc6 Kf6 Kd6 Ra6+ Nc6 Kf7 Kc5 Ke6 Kb5 Ra3 Nb4 Kd6 Na6 Kd5 Nb4+ Kd6 Na6 Kd7 Nb4 Kc7 Na6+ Kb7 Nb4 Rh3 Kc4 Rh4+ Kb3,D31,Semi-Slav Defense: Accelerated Move Order,6
BWPCyxLM,True,1474930000000.0,1474930000000.0,64,mate,black,10+0,chees29,1158,lagrandevero,1306,e4 Nc6 d4 Nb4 Na3 c6 d5 d6 dxc6 Nxc6 Bb5 h5 Nf3 Bg4 e5 a6 Bxc6+ bxc6 exd6 exd6 Bg5 f6 h3 Qe7+ Kf1 Be6 Be3 Rb8 Ba7 Rxb2 Qc1 Rb5 Nxb5 cxb5 Rb1 Bc4+ Kg1 Qxa7 Nd2 d5 Nxc4 dxc4 g4 Bc5 a4 Bxf2+ Kf1 hxg4 axb5 g3 bxa6 g2+ Kxg2 Nh6 Qd1 Nf5 Rf1 Nh4+ Kh2 Qb8+ Kh1 Qg3 Rg1 Qxh3#,B00,King's Pawn Game: Nimzowitsch Defense,3
2x3Fxia3,True,1500157713739.0,1500158453442.0,70,resign,black,10+2,denisgodunov,1565,voltimand,1536,e4 e5 d4 exd4 c3 d3 Qxd3 Bc5 Nf3 Nc6 Qc4 d6 Ng5 Qe7 b4 Bb6 a4 a6 a5 Ba7 Qb3 h6 Nf3 Qxe4+ Be2 Nf6 O-O O-O Re1 Qg6 Nh4 Qe4 Nf3 Ng4 Be3 Nxe3 Nbd2 Qe7 Bxa6 bxa6 fxe3 Re8 Nf1 Qf6 Kh1 Ne5 Nxe5 Qxe5 c4 Bb7 c5 Qg5 Ng3 Rab8 e4 h5 Ra2 h4 Nf5 Bxe4 Rae2 h3 Ng3 Bxg2+ Kg1 Bxc5+ bxc5 Rxb3 Rxe8+ Kh7,C21,Danish Gambit,5
qe2ckEEw,True,1443000000000.0,1443000000000.0,20,resign,white,15+5,satnot,1299,xamio,991,e4 e5 Qh5 Qf6 Nf3 Bc5 Nc3 Nh6 Nd5 Qc6 d3 b6 Bxh6 gxh6 Qxe5+ Qe6 Nxc7+ Kd8 Nxe6+ fxe6,C20,King's Pawn Game: Wayward Queen Attack,3
wmytcciw,True,1503180000000.0,1503180000000.0,74,resign,black,5+12,saviter,1744,quadrivium7,1801,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Bb4 Bd2 Qc7 a3 Bc5 Nf3 Nc6 Bd3 Nf6 O-O O-O Re1 d6 Bg5 Ng4 h3 Nge5 Nxe5 Nxe5 b4 Nxd3 Qxd3 Ba7 b5 Bb6 Na4 Ba7 bxa6 bxa6 Rab1 Bb7 Red1 d5 exd5 Bxd5 g3 Rfb8 Bf4 e5 Qxd5 exf4 gxf4 Qxf4 Rxb8+ Qxb8 Nc5 Bxc5 Qxc5 Qc8 Qxc8+ Rxc8 Rc1 Kf8 Kg2 Ke7 Kf3 Rc3+ Ke4 Rxa3 c4 Rxh3 c5 Kd7 Rd1+ Kc6,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
EqtKF11R,True,1488080000000.0,1488080000000.0,93,resign,black,20+15,kamaleon2016,1459,kevchod,1461,e4 c5 Bc4 e6 d3 Nc6 c3 Nf6 Bg5 Be7 Nf3 d5 exd5 exd5 Bb5 O-O Bxc6 bxc6 O-O Ba6 Ne5 Qd6 Re1 Rab8 Qa4 Rb6 c4 d4 Nd2 Qc7 Bxf6 Bxf6 Ng4 Bd8 Ne4 Bc8 h3 a6 Nxc5 Rxb2 Nxa6 Qf4 Re4 Qd2 Qxc6 Bxg4 Rxg4 Qxf2+ Kh2 h5 Rg3 Bh4 Qe4 Bxg3+ Kh1 Qxg2+ Qxg2 Rxg2 Kxg2 h4 Nc5 Re8 Ne4 Bc7 a4 Rb8 a5 Rb3 a6 Rb2+ Kh1 f5 Ng5 Rb8 Ne6 Bb6 c5 Ba7 Nxd4 Bxc5 Nxf5 Kh7 Nxh4 Bd4 Nf5 Bxa1 Ne7 Ra8 Kg2 Rxa6 Kf3 Ra7 Nd5,B20,Sicilian Defense: Bowdler Attack,3
XuE3LprK,False,1504436661682.0,1504440549237.0,146,resign,black,25+10,tanjerry,1977,sudebala,1816,c4 c5 g3 d6 Bg2 g6 Nc3 Nf6 d3 Bg7 e4 O-O Nge2 Nc6 O-O Bd7 f4 a6 h3 Rc8 g4 h6 Be3 e6 Qd2 b6 f5 g5 Ng3 e5 Bf3 Qc7 Nge2 Rb8 a4 Nd4 Ra3 Nxf3+ Rxf3 b5 axb5 axb5 cxb5 Bxb5 Rb3 Bc6 Ra3 Ra8 Qc2 Rxa3 bxa3 Ra8 a4 Qa5 Bd2 Bxa4 Qa2 Bc6 Qxa5 Rxa5 Rf2 Ra8 Kh2 Bf8 Kg3 Be7 Rh2 Nd7 Kf3 Ra1 h4 Kg7 Ng3 gxh4 Nh5+ Kh7 Ke2 Bg5 Be1 Rc1 Bd2 Rc2 Nb1 Nb6 Kd1 Ba4 Ke1 Rb2 Nc3 Bc2 Rh3 c4 Bxg5 hxg5 dxc4 Nxc4 Nf6+ Kh6 Ng8+ Kg7 Ne7 Rb3 Ned5 Bxe4 f6+ Kf8 Rh2 Bxd5 Nxd5 Rb1+ Kf2 Rb2+ Kg1 Rxh2 Kxh2 Ke8 Kg2 Kd7 Nc3 Ke6 Ne4 d5 Nxg5+ Kxf6 Nf3 Ne3+ Kg1 Nxg4 Nxh4 Kg5 Ng2 e4 Kf1 f5 Ke1 f4 Kf1 f3 Ne1 Kf4 Nc2 Kg3 Nd4 Nh2+ Ke1 f2+,A30,English Opening: Symmetrical Variation,2
ESD1eGPI,True,1492341712310.0,1492343840850.0,92,resign,black,15+15,jogo17,1655,f1v3,1604,e4 e5 g3 Nc6 Bg2 Nf6 d3 d6 Bg5 Be7 Bxf6 Bxf6 Nf3 Bg4 c3 Qd7 Nbd2 a6 h3 Bh5 g4 Bg6 Qe2 O-O-O O-O h5 g5 Be7 a4 f6 h4 fxg5 Nxg5 Bf6 f4 exf4 Rxf4 Ne5 Bh3 Ng4 Bxg4 hxg4 Rxg4 Rdf8 Nc4 d5 Ne3 Bh5 Nf5 Bxg4 Qxg4 Bxg5 Qxg5 Rf7 b3 dxe4 dxe4 Qe8 Re1 g6 Nh6 Rfh7 Qg4+ Qd7 Qxd7+ Kxd7 Rd1+ Kc8 Ng4 Rxh4 Nf6 Rh1+ Kg2 Rxd1 Kg3 Rd3+ Kf4 Rxc3 e5 Rf8 Kg5 Rxf6 Kxf6 Rxb3 Kxg6 Ra3 e6 Kd8 Kf7 Rf3+ Kg6 Ke8,C20,King's Pawn Game,2
bEf35R0X,True,1474050000000.0,1474050000000.0,33,resign,white,15+5,brane1974,1466,chees29,1303,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 Nxe5 Qe7 d4 Qe6 O-O c5 Nc3 cxd4 Qxd4 c5 Qa4+ Bd7 Nxd7 b5 Nxb5 Kxd7 Nd4+ Ke7 Nxe6 Kxe6 Qc6+ Ke7 Qxa8 Nf6 Bg5,C68,Ruy Lopez: Exchange Variation,7
ZqBbsTmC,False,1462550000000.0,1462550000000.0,28,resign,black,35+3,antagui,1858,amirhossein2014,1701,e4 e6 d4 d5 Nc3 Bb4 exd5 exd5 Bd2 Nf6 Bd3 Nc6 Qe2+ Be6 Nf3 O-O O-O Re8 Be3 Bg4 h3 Nxd4 Qd2 Nxf3+ gxf3 Bxh3 Rfe1 d4,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
63PiJLzL,True,1500709444404.0,1500711170288.0,70,mate,black,15+15,nichecorner,1706,laode_syahril,1983,d4 Nf6 Bf4 d5 Nf3 c5 Nbd2 cxd4 Nxd4 Nbd7 Bg3 e5 N4b3 Bd6 e3 Nb6 c4 dxc4 Nxc4 Bb4+ Nbd2 e4 a3 Bg4 Qc2 Bxd2+ Nxd2 Rc8 Qb1 Qd5 Be2 Bxe2 Kxe2 O-O Rd1 Rfd8 f3 exf3+ gxf3 Rd7 Ne4 Qc4+ Kf2 Qc2+ Qxc2 Rxc2+ Ke1 Nxe4 Rxd7 Nxd7 Rd1 Nef6 Be5 h5 Bc3 Rxh2 Rd4 h4 Kf1 h3 Kg1 Rg2+ Kh1 Rf2 Rf4 Nh5 Rf5 Ng3+ Kg1 Rg2#,D02,Queen's Pawn Game: London System,5
hYgldZgW,True,1503499080342.0,1503499284049.0,53,mate,white,15+0,chess-brahs,1990,arda2828,1678,Nf3 e6 g3 d5 Bg2 Nc6 O-O Nf6 d3 Bc5 Nc3 d4 Na4 e5 Nxc5 Bg4 Ne4 Nxe4 dxe4 Qf6 Bg5 Qg6 Bd2 Qxe4 Re1 O-O e3 Nb4 Bxb4 dxe3 Rxe3 Qxb4 Qe1 Qxb2 Nxe5 Bf5 Rb1 Qxa2 Bxb7 Rab8 Nc6 Rxb7 Rxb7 Qxc2 Ne7+ Kh8 Nxf5 Qxf5 Rxc7 Qa5 Re8 Qxc7 Rxf8#,A04,Zukertort Opening: Queen's Gambit Invitation,2
InpFyFEv,True,1498679678032.0,1498680623325.0,100,mate,black,20+0,superdivinus,1349,incompetentf,1267,e4 Nf6 Nc3 d5 d3 dxe4 Nxe4 Nxe4 dxe4 Qxd1+ Kxd1 e5 Nf3 Nc6 Bb5 Bg4 h3 O-O-O+ Ke1 Bxf3 gxf3 Nd4 Bd3 Nxf3+ Ke2 Nd4+ Ke3 g6 Rd1 Bh6+ f4 Bxf4+ Kf2 f5 Bxf4 exf4 exf5 Nxf5 Rd2 Rhe8 Bxf5+ gxf5 Rxd8+ Kxd8 Kf3 Kd7 Kxf4 Re2 Rd1+ Ke8 Kxf5 Rxc2 Re1+ Kf8 Kf6 Rf2+ Kg5 Rg2+ Kf4 Rxb2 h4 Rxa2 Rf1 Kg8 Kf5 c5 Kf6 Ra6+ Ke7 b5 h5 b4 Rg1+ Kh8 Kf7 h6 Rg8+ Kh7 Rg7+ Kh8 Kf8 Rf6+ Rf7 Rxf7+ Kxf7 a5 Kg6 a4 Kxh6 a3 Kg6 a2 h6 a1=Q Kf7 Kh7 Kf8 Kxh6 Kg8 Qg7#,B02,Alekhine Defense: Scandinavian Variation,4
i5ecUxVn,False,1497990000000.0,1497990000000.0,43,resign,white,15+15,releasethebats,2156,ianremsen,1621,d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O e6 c4 d5 b3 Ne4 Bb2 Nc6 Nbd2 Nxd2 Qxd2 Ne7 Rfe1 Nf5 Rad1 c6 Ne5 Bxe5 dxe5 Bd7 e4 Ng7 exd5 exd5 cxd5 cxd5 Bxd5 Bc6 Bxf7+ Kxf7 Qf4+ Ke8 Rxd8+ Rxd8 Qb4,A49,Indian Game: Przepiorka Variation,5
omCvfFPc,True,1491716372343.0,1491717358638.0,81,resign,black,10+5,arturfritz,1490,faridov,1317,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxd4 exd4 O-O Bd6 Qf3 Nf6 Re1 Qe7 d3 O-O Bg5 Be5 h4 d6 Bxf6 Bxf6 g3 Be6 Bxe6 Qxe6 c3 dxc3 Nxc3 Bxc3 bxc3 c5 c4 b6 a4 a5 Rab1 Rab8 Red1 h6 d4 Qxc4 dxc5 dxc5 Rdc1 Qxa4 Qd3 Rfd8 Qb5 Qxb5 Rxb5 Rdc8 f4 Rc6 Kf2 Rd8 Kf3 g6 Kg4 Rd4 Re1 c4 h5 g5 fxg5 hxg5 Rxg5+ Kf8 Kf5 Re6 g4 c3 e5 c2 Rc1 Rd2 Ke4 Rc6 Ke3 Rd1 Rxd1,C50,Italian Game: Schilling-Kostic Gambit,6
74I5VB7k,True,1459980000000.0,1459980000000.0,141,mate,white,20+20,ahmedgomez,1445,mahmoud_safyan,1649,e4 e5 Bd3 Nf6 Nf3 Nc6 O-O Bc5 a3 Nd4 Nxe5 d6 c3 dxe5 cxd4 Bxd4 Qa4+ Bd7 Qb3 O-O Qxb7 Rb8 Qa6 Bc8 Qc4 Bb7 Nc3 a5 Rb1 Ba6 Qxa6 Bxc3 dxc3 Ra8 Qc4 c5 Bg5 h6 Bxf6 Qxf6 Qxc5 Rfc8 Qe3 a4 h3 Rab8 b4 axb3 a4 Rxc3 Rbc1 Qc6 Bb5 Rxe3 Bxc6 Re2 Bb5 Rxe4 f3 Rh4 Rb1 Rb4 Rfe1 f6 Re3 Rd8 Rbxb3 Rxb3 Rxb3 Rd1+ Kf2 Kf7 Bc4+ Ke7 Rb7+ Kd6 Rxg7 Ra1 Ra7 Kc5 Be2 Kb4 Rh7 Rxa4 Rxh6 f5 Rh5 f4 Rxe5 Ka3 h4 Ra8 g4 fxg3+ Kxg3 Rg8+ Kh3 Kb4 Re4+ Kc5 h5 Kd6 Kh4 Kd5 Bc4+ Kd6 Bxg8 Kd7 h6 Kd8 h7 Kc8 h8=Q Kb7 f4 Kc6 Qd4 Kc7 f5 Kb7 f6 Kc7 Qe5+ Kb7 Bd5+ Kb6 Rc4 Ka6 Bh1 Ka7 Qc7+ Ka6 Qd6+ Ka5 Qd5+ Ka6 Rc6+ Kb7 Qd7+ Kb8 Rc8#,C20,King's Pawn Game: Tortoise Opening,3
s2d0qppI,True,1504439630976.0,1504442651573.0,116,resign,black,20+10,viktor4545,1729,spiteknight,1639,e4 c5 c3 d6 a4 Nf6 f3 Nc6 Bb5 e5 c4 a6 Bxc6+ bxc6 d3 Be7 Nc3 Rb8 b3 Be6 Bd2 O-O Bg5 Rb7 Nge2 d5 Bxf6 Bxf6 Rb1 dxc4 bxc4 Rd7 Nc1 Bxc4 Rb2 Qa5 Qc2 Rfd8 O-O Bxd3 Nxd3 Rxd3 Nd1 Rd2 Qb3 h6 Rxd2 Rxd2 Nf2 Qb4 Rb1 Qxb3 Rxb3 Ra2 g3 Rxa4 Rb6 Be7 Rxc6 Ra1+ Kg2 a5 Nd3 f6 Rc8+ Kf7 Rc7 Ke6 g4 a4 Rc6+ Kd7 Ra6 c4 Nb2 c3 Nxa4 c2 Nc5+ Bxc5 Rxa1 Ba3 Kh3 c1=Q Rxc1 Bxc1 Kh4 g6 Kg3 Ke6 Kf2 f5 gxf5+ gxf5 h4 fxe4 fxe4 Kd6 Kf3 Kc5 Kg4 Kd4 Kf5 h5 Kg6 Kxe4 Kxh5 Kf4 Kg6 e4 h5 e3 h6 e2 h7 Bb2,B22,Sicilian Defense: Alapin Variation,3
j4EdSb7P,True,1502940100267.0,1502940634427.0,2,resign,white,20+0,e_boechat,1409,sport2008,1723,e4 e5,C20,King's Pawn Game,2
Uapbd7hu,True,1501788797905.0,1501789614145.0,41,mate,white,12+5,nimanimanima,1477,zirom,1314,e4 e5 c4 b6 Nc3 Ba6 d3 Nf6 Nf3 Bb4 Bd2 O-O Nxe5 Qe8 Nf3 b5 a3 bxc4 axb4 cxd3 Bxd3 Bxd3 Bg5 Nxe4 Nxe4 Bxe4 O-O Nc6 b5 Nb4 Qa4 Nc2 Rac1 Nd4 Qxd4 f5 Rxc7 h6 Rxd7 hxg5 Qxg7#,C20,English Opening: The Whale,3
yVWSQ1jj,True,1500110749975.0,1500111551708.0,87,outoftime,white,10+0,yehia1978,1582,noobdude,1656,e4 e5 Bc4 Nc6 Qf3 Qf6 Qb3 Nd4 Qd3 Bc5 Nf3 Nxf3+ Qxf3 Qxf3 gxf3 Nf6 O-O c6 Nc3 a5 d3 h6 a4 d6 Be3 Ba7 Ne2 Ke7 Ng3 g6 d4 Be6 c3 h5 Bxe6 Kxe6 d5+ cxd5 exd5+ Nxd5 Bg5 f6 Bd2 Rhe8 Rae1 Nb6 f4 Nxa4 fxe5 Nb6 exd6+ Kxd6 Bf4+ Kc6 Rd1 Bb8 Be3 Bc7 b4 axb4 cxb4 Re5 Rc1+ Kd6 Bf4 Re8 Rfd1+ Nd5 Bxe5+ fxe5 Ne4+ Ke6 Rxc7 Nxc7 Rd6+ Kf5 Ng3+ Kg5 Ne4+ Kf5 Nc5 Kg5 Rd7 Ne6 Nxe6+ Rxe6 Rxb7,C23,Bishop's Opening,3
vsZOrrXx,True,1504335045335.0,1504337348298.0,55,outoftime,white,15+15,mrjv,1615,zabelin,1662,e4 e6 d4 b6 e5 Bb7 Nf3 h6 Bd3 g5 O-O g4 Nfd2 h5 Ne4 Nc6 Be3 Qe7 Qd2 Bh6 Bxh6 Nxh6 Nf6+ Kd8 Bh7 Nf5 Bxf5 exf5 c3 h4 Qg5 g3 fxg3 hxg3 Qxg3 Qf8 Rxf5 Ne7 Rg5 Ng6 Nd2 Qh6 Rh5 Qg7 Qg4 Bc8 Rxh8+ Qxh8 Rf1 d6 Qg5 Qh4 Qe3 Bb7 e6,C00,French Defense: Normal Variation,3
zuLspihP,True,1485590000000.0,1485590000000.0,40,mate,black,10+0,swagmeister9000,1499,rembrandt16,1501,c4 e5 a3 Nc6 Nc3 Nf6 e4 Bc5 h3 d6 d3 Qe7 Nce2 Nh5 b4 Bd4 Nxd4 Nxd4 Bb2 O-O Qxh5 Nc2+ Kd2 Nxa1 Bxa1 a5 c5 axb4 cxd6 Qxd6 Bxe5 Qc5 axb4 Ra2+ Ke1 Qxb4+ Bc3 Qxc3+ Kd1 Qa1#,A20,English Opening: King's English Variation,2
Au70Gxsz,True,1472289873948.0,1472290320875.0,62,resign,black,10+0,mikhail_riemann,1811,aletranger,1955,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 dxc6 Qxd8+ Kxd8 Nc3 f5 f3 Nf6 Bg5 Re8 O-O-O+ Bd7 exf5 Ke7 Bxf6+ gxf6 g4 h5 h3 Rad8 Ne4 Be3+ Kb1 Bxf5 Rxd8 Rxd8 Bd3 hxg4 hxg4 Bxe4 Bxe4 Ke6 Re1 Ke5 b3 Kf4 Rh1 Bd4 Rd1 Rd6 Rh1 Bc3 Kc1 a5 Rh7 Bd2+ Kb2 b5 Rxc7 b4 a3 Bc3+ Ka2 Rd1,C45,Scotch Game: Classical Variation,8
trSe0dmW,True,1503933778918.0,1503934172435.0,45,resign,white,8+0,ssf7,1903,pioner1813,1787,d4 g6 b4 Bg7 Bb2 b6 Nf3 e6 e3 Nc6 a3 a5 b5 Nce7 c4 c6 a4 cxb5 cxb5 Bb7 Be2 Rc8 Nbd2 Nf6 O-O O-O Ne5 Nfd5 Bf3 Bxe5 dxe5 Rc7 Bd4 Qb8 Qb3 Nb4 Bxb6 Rc2 Bxb7 Qxb7 Bxa5 Rxd2 Bxb4 Nf5 Bxd2,A40,Modern Defense,2
